mouse,sex,date,probe,protocol,UnitID,firing_rate,snr,Flag_SingleUnit,isi_violations_ratio,isi_violations_rate,isi_violations_count,position,slope,Tr.2 Peak (ms),Peak2 Tr. ratio,name Wav,DV_exact,wilc_CitricAcid,resp_binCitricAcid,sign_binCitricAcid,sign_CitricAcid,latCitricAcid,resp_CitricAcid,wilc_NaCl,resp_binNaCl,sign_binNaCl,sign_NaCl,latNaCl,resp_NaCl,wilc_Quinine,resp_binQuinine,sign_binQuinine,sign_Quinine,latQuinine,resp_Quinine,wilc_Sucrose,resp_binSucrose,sign_binSucrose,sign_Sucrose,latSucrose,resp_Sucrose,wilc_Cold,resp_binCold,sign_binCold,sign_Cold,latCold,resp_Cold,wilc_Hot,resp_binHot,sign_binHot,sign_Hot,latHot,resp_Hot,95% shuffle,flag_Taste,SVM_Taste,SVM_Taste_95%_shuffle,flag_Temp,SVM_Temp,SVM_Temp_95%_shuffle,AnovaTasteRoom,SI,PI,AnovaTemp
CB348,M,31923,tetrodes,taste_room_and_temp,46,15.66985952,8.49882045,TRUE,0.102274417,0.075338761,125,none,-2.369939271,0.725,-0.237388724,waveforms_46.npy,,"[0.00048828125, 0.00048828125, 0.00048828125, 0.00048828125]","[1, 1, 1, 1]","[1, 1, 1, 1]",1,200,1,"[0.00048828125, 0.00048828125, 0.00048828125, 0.00048828125]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,102,1,"[0.00048828125, 0.00048828125, 0.00048828125, 0.00048828125]","[1, 1, 1, 1]","[1, 1, 1, 1]",1,34,1,"[0.00048828125, 0.00048828125, 0.00048828125, 0.00048828125]","[1, 1, 1, 1]","[1, -1, -1, -1]",1,42,1,"[0.001953125, 0.001953125, 0.001953125, 0.001953125]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,180,1,"[0.0009765625, 0.0009765625, 0.0009765625, 0.0009765625]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,44,1,0.3565,TRUE,0.62,0.3565,FALSE,0.371428571,0.668,1,0.449911348,-0.014015134,1
CB348,M,31923,tetrodes,taste_room_and_temp,48,19.55492874,11.13567608,TRUE,0.025743691,0.029532794,49,none,-2.654201681,0.875,-0.205555556,waveforms_48.npy,,"[0.00048828125, 0.00048828125, 0.00048828125, 0.00048828125]","[1, 1, 1, 1]","[-1, 1, 1, 1]",-1,38,1,"[0.00048828125, 0.00048828125, 0.00048828125, 0.00048828125]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,38,1,"[0.00048828125, 0.00048828125, 0.00048828125, 0.00048828125]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,170,1,"[0.00048828125, 0.00048828125, 0.00048828125, 0.00048828125]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,131,1,"[0.001953125, 0.001953125, 0.001953125, 0.001953125]","[1, 1, 1, 1]","[1, -1, -1, -1]",1,0,1,"[0.0009765625, 0.0009765625, 0.0009765625, 0.0009765625]","[1, 1, 1, 1]","[-1, 1, 1, 1]",-1,152,1,0.3504375,TRUE,0.74125,0.3504375,TRUE,0.96,0.692857143,1,0.573508006,-0.014015134,1
CB348,M,31923,tetrodes,taste_room_and_temp,51,17.75222287,30.01494905,TRUE,0,0,0,none,-5.937411095,0.775,-0.181071737,waveforms_51.npy,,"[0.00048828125, 0.00048828125, 0.0024780136670300274, 0.00048828125]","[1, 1, 1, 1]","[1, 1, 1, 1]",1,114,1,"[0.00048828125, 0.00048828125, 0.00048828125, 0.00048828125]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,152,1,"[0.00048828125, 0.00048828125, 0.00048828125, 0.00048828125]","[1, 1, 1, 1]","[1, 1, 1, -1]",1,38,1,"[0.00048828125, 0.00048828125, 0.00048828125, 0.00048828125]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,217,1,"[0.001953125, 0.001953125, 0.001953125, 0.001953125]","[1, 1, 1, 1]","[1, 1, -1, -1]",1,0,1,"[0.0009765625, 0.0009765625, 0.0009765625, 0.0009765625]","[1, 1, 1, 1]","[-1, 1, -1, -1]",-1,0,1,0.3691875,TRUE,0.64875,0.3691875,FALSE,0.348571429,0.694285714,1,0.452749141,-0.014015134,1
CB348,M,31923,tetrodes,taste_room_and_temp,69,1.947958998,6.298600923,TRUE,0,0,0,none,-13.92657343,0.15,-0.694444444,waveforms_69.npy,,"[0.00410567690729677, 0.0068359375, 0.01220703125, 0.004693697109343214]",[],"[0, 0, 0, 0]",0,,0,"[0.00244140625, 0.00410567690729677, 0.00246844987208839, 0.00048828125]","[1, 0, 1, 1]","[-1, -1, -1]",-1,0,1,"[0.00048828125, 0.00048828125, 0.00246844987208839, 0.00048828125]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,6,1,"[0.003216229310127449, 0.00246844987208839, 0.00341796875, 0.0024780136670300274]","[0, 1, 0, 1]","[-1, -1]",-1,0,1,"[0.01953125, 0.013671875, 0.037109375, 0.005859375]",[],"[0, 0, 0, 0]",0,,0,"[0.0009765625, 0.0009765625, 0.0009765625, 0.0009765625]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,138,1,0.3351875,FALSE,0.21125,0.3351875,FALSE,0.345714286,0.655,1,0.153508772,-0.014015134,0
CB348,M,31923,tetrodes,taste_room_and_temp,79,18.43388798,9.466411488,TRUE,0.001773677,0.00180813,3,none,-9.364705882,0.225,-0.354497354,waveforms_79.npy,,"[0.00048828125, 0.0025164965638415056, 0.0025164965638415056, 0.0009765625]","[1, 0, 0, 1]","[-1, -1]",-1,46,1,"[0.00048828125, 0.00048828125, 0.00048828125, 0.00048828125]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,73,1,"[0.00048828125, 0.00244140625, 0.0009765625, 0.01833198983851308]","[1, 1, 1, 0]","[-1, 1, 1]",-1,93,1,"[0.0009765625, 0.0025164965638415056, 0.002497209551435587, 0.002506841661528245]","[1, 0, 1, 0]","[-1, -1]",-1,149,1,"[0.001953125, 0.001953125, 0.001953125, 0.001953125]","[1, 1, 1, 1]","[1, 1, 1, 1]",1,39,1,"[0.0009765625, 0.0009765625, 0.0009765625, 0.0009765625]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,51,1,0.3338125,TRUE,0.36375,0.3338125,FALSE,0.52,0.711428571,0,0.366666667,-0.014015134,0
CB348,M,33023,tetrodes,taste_room_and_temp,14,25.3062123,18.49204298,TRUE,0.001091775,0.002097533,4,none,-5.062184874,0.125,-0.296482412,waveforms_14.npy,,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[-1, -1, 1, 1]",-1,22,1,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,20,1,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,37,1,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,52,1,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,59,1,"[0.0001220703125, 0.0010877362680697192, 0.0013629260243513527, 0.001093939947287999]","[1, 1, 1, 1]","[1, 1, 1, 1]",1,230,1,0.343315789,TRUE,0.461052632,0.343315789,TRUE,0.706,0.6111,1,0.422241039,-0.025147735,1
CB348,M,33023,tetrodes,taste_room_and_temp,15,4.828521164,19.27901966,TRUE,0.007497203,0.000524383,1,none,-6.654830944,0.7,-0.236625514,waveforms_15.npy,,"[0.0023193359375, 0.0013517535815943658, 0.0013332660752126424, 0.0013332660752126424]","[1, 1, 1, 1]","[1, -1, -1, -1]",1,206,1,"[0.00674014751705102, 0.029541015625, 0.6822754916693299, 0.4132933469087018]",[],"[0, 0, 0, 0]",0,,0,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[1, -1, -1, -1]",1,19,1,"[0.0001220703125, 0.0001220703125, 0.001060109244422451, 0.002540462462938069]","[1, 1, 1, 0]","[-1, -1, 1]",-1,0,1,"[0.6559497325376777, 0.7727162604637416, 0.19483638090827737, 0.6797894853304639]",[],"[0, 0, 0, 0]",0,,0,"[0.1829179691591093, 0.3256009972471787, 0.6132363346889951, 0.8491423910882783]",[],"[0, 0, 0, 0]",0,,0,0.320526316,TRUE,0.731578947,0.320526316,,,,0,0.777189888,-0.025147735,
CB348,M,33023,tetrodes,taste_room_and_temp,26,2.42841893,28.50118978,TRUE,0,0,0,none,-9.010172287,0.675,-0.231103388,waveforms_26.npy,,"[0.051575863620877, 0.050961936967763306, 0.5229032345126707, 0.0043184904246601095]",[],"[0, 0, 0, 0]",0,,0,"[0.7459896875550245, 0.002630371464234223, 0.002565617263721654, 0.017848354029517947]",[],"[0, 0, 0, 0]",0,,0,"[0.48552316721091715, 0.2802431729983955, 0.7762188780540195, 0.5600471214005205]",[],"[0, 0, 0, 0]",0,,0,"[0.21834502821610358, 0.5033133565398815, 0.10146249191481677, 0.19542078014237196]",[],"[0, 0, 0, 0]",0,,0,"[0.18225711019462487, 0.02618251258944274, 0.35681665984783417, 0.9239247971637249]",[],"[0, 0, 0, 0]",0,,0,"[0.10146249191481677, 0.6042553638677264, 0.4641087140633334, 0.16716860030942182]",[],"[0, 0, 0, 0]",0,,0,,,,,,,,,,,
CB348,M,33023,tetrodes,taste_room_and_temp,29,16.50601224,12.76534305,TRUE,0.001283138,0.001048767,2,none,-1.375408163,0.75,-0.127401416,waveforms_29.npy,,"[0.0010570687367053389, 0.0009628202409736906, 0.0010329537213094979, 0.0010570687367053389]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,188,1,"[0.003098542969115385, 0.001708984375, 0.01155645197742213, 0.13525390625]","[0, 1, 0, 0]",[-1],-1,143,1,"[0.0024233200613170557, 0.0015484609847520752, 0.0027561311173525858, 0.001997896875202973]","[1, 1, 0, 1]","[-1, -1, -1]",-1,182,1,"[0.0022433306706068665, 0.0009771596869762457, 0.001029965410966406, 0.001029965410966406]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,192,1,"[0.005412267141980418, 0.005470350995660376, 0.018019712170768466, 0.018076979389830564]",[],"[0, 0, 0, 0]",0,,0,"[0.0003662109375, 0.0003662109375, 0.0014412255000055881, 0.009602266593144946]","[1, 1, 1, 0]","[-1, -1, -1]",-1,194,1,0.301157895,TRUE,0.450526316,0.301157895,FALSE,0.582,0.6642,1,0.57960199,-0.025147735,1
CB348,M,33023,tetrodes,taste_room_and_temp,33,21.29625342,24.53675684,TRUE,0,0,0,none,-4.577999052,0.825,-0.174702212,waveforms_33.npy,,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[-1, 1, 1, 1]",-1,142,1,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,196,1,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,119,1,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[1, -1, -1, -1]",1,26,1,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,190,1,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,43,1,0.331,TRUE,0.792631579,0.331,TRUE,0.852,0.6425,1,0.314412153,-0.025147735,1
CB348,M,33023,tetrodes,taste_room_and_temp,39,11.39589726,4.906238608,TRUE,0.025573144,0.009963282,19,none,-0.914285714,1.05,-0.16802168,waveforms_39.npy,,"[0.0013076625014835721, 0.0013259176093988643, 0.003793310928375179, 0.008072116681581702]","[1, 1, 0, 0]","[1, 1]",1,13,1,"[0.000244140625, 0.0254417976424861, 0.00958426090953956, 0.011597870435519143]","[1, 0, 0, 0]",[1],1,178,1,"[0.0003662109375, 0.000244140625, 0.0001220703125, 0.0010692657107889754]","[1, 1, 1, 1]","[1, -1, -1, -1]",1,29,1,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[1, -1, -1, -1]",1,16,1,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,16,1,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,239,1,0.341052632,TRUE,0.576842105,0.341052632,TRUE,0.66,0.6545,1,0.399698341,-0.025147735,1
CB348,M,33023,tetrodes,taste_room_and_temp,50,17.20449076,13.73004004,TRUE,0.002952663,0.002621916,5,none,-5.530392157,0.825,-0.274674828,waveforms_50.npy,,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[-1, 1, 1, 1]",-1,0,1,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,203,1,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[1, 1, 1, 1]",1,38,1,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[-1, 1, -1, -1]",-1,147,1,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,0,1,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,86,1,0.325578947,TRUE,0.864210526,0.325578947,TRUE,0.684,0.6222,1,0.556750299,-0.025147735,1
CB348,M,33023,tetrodes,taste_room_and_temp,55,19.90873529,13.89209529,TRUE,0.04498217,0.053487094,102,none,-6.3106185,0.175,-0.279969064,waveforms_55.npy,,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,94,1,"[0.0010877362680697192, 0.0001220703125, 0.000244140625, 0.0001220703125]","[1, 1, 1, 1]","[1, -1, -1, -1]",1,27,1,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0047084094338254775]","[1, 1, 1, 0]","[-1, -1, -1]",-1,111,1,"[0.0003662109375, 0.0003662109375, 0.027853415684190783, 0.0040283203125]","[1, 1, 0, 0]","[1, -1]",1,1,1,"[0.0006103515625, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[-1, -1, 1, 1]",-1,202,1,"[0.0001220703125, 0.0003662109375, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,192,1,0.324473684,TRUE,0.690526316,0.324473684,FALSE,0.606,0.6358,1,0.645054032,-0.025147735,1
CB348,M,33023,tetrodes,taste_room_and_temp,63,9.646554663,6.860287082,TRUE,0.015027028,0.004195066,8,none,-0.741820768,0.575,-0.105263158,waveforms_63.npy,,"[0.039733480563818056, 0.09488538700452988, 0.24339282295089937, 0.9245696711472227]",[],"[0, 0, 0, 0]",0,,0,"[0.001029965410966406, 0.0013040313424935697, 0.0036393228863325685, 0.040378961506862474]","[1, 1, 0, 0]","[-1, -1]",-1,50,1,"[0.005599339982527989, 0.009638327914094733, 0.05367231754316378, 0.9494445931028893]",[],"[0, 0, 0, 0]",0,,0,"[0.002789821296100273, 0.003105907055722151, 0.044821186793653656, 0.20748653030840092]",[],"[0, 0, 0, 0]",0,,0,"[0.009638327914094733, 0.05815510280878733, 0.7289914546163012, 0.4486773310299753]",[],"[0, 0, 0, 0]",0,,0,"[0.0001220703125, 0.001078474680780832, 0.003810651242398706, 0.001322253332386927]","[1, 1, 0, 1]","[-1, 1, 1]",-1,182,1,0.325315789,FALSE,0.275789474,0.325315789,FALSE,0.412,0.6702,1,0.142635659,-0.025147735,0
CB348,M,33023,tetrodes,taste_room_and_temp,66,40.78495771,5.211803935,TRUE,0.023643407,0.117986236,225,none,-1.448429477,0.175,-0.257928118,waveforms_66.npy,,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[1, 1, 1, 1]",1,24,1,"[0.0001220703125, 0.0013629260243513527, 0.0001220703125, 0.0003662109375]","[1, 1, 1, 1]","[1, 1, 1, 1]",1,193,1,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0245361328125]","[1, 1, 1, 0]","[1, 1, 1]",1,20,1,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[-1, 1, -1, -1]",-1,18,1,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[-1, -1, 1, 1]",-1,0,1,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[-1, -1, 1, -1]",-1,4,1,0.324315789,TRUE,0.741052632,0.324315789,TRUE,0.716,0.6525,1,0.479545455,-0.025147735,0
CB348,M,33023,tetrodes,taste_room_and_temp,76,7.648130015,4.377492408,TRUE,0.224118813,0.039328745,75,none,-1.495362903,0.85,-0.262658228,waveforms_76.npy,,"[0.0030517578125, 0.0003662109375, 0.0003662109375, 0.0018339104445270476]","[0, 1, 1, 1]","[-1, -1, -1]",-1,469,1,"[0.0018291157272006743, 0.022761792944128452, 0.0018387131344575567, 0.0018531690755884]","[1, 0, 1, 1]","[1, -1, -1]",1,225,1,"[0.0018483424464277019, 0.0023193359375, 0.0028442430208742097, 0.001708984375]","[1, 1, 0, 1]","[-1, 1, -1]",-1,79,1,"[0.008942245903147579, 0.037587914075507, 0.05878172135535886, 0.0027695773618182044]",[],"[0, 0, 0, 0]",0,,0,"[0.003098542969115385, 0.0034780645955223275, 0.0018435238005691113, 0.0028237601868777405]","[0, 0, 1, 0]",[-1],-1,490,1,"[0.005458706834426939, 0.02152119464256303, 0.011680915957938376, 0.008119382533799083]",[],"[0, 0, 0, 0]",0,,0,0.341263158,FALSE,0.324210526,0.341263158,FALSE,0.622,0.626,1,0.08815427,-0.025147735,1
CB351,F,60723,tetrodes,taste_room_and_temp,2,7.962676293,20.40901599,TRUE,0,0,0,none,-6.650965251,0.775,-0.244136461,waveforms_2.npy,,"[0.0008544921875, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[1, 1, -1, -1]",1,125,1,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,200,1,"[0.0003662109375, 0.0003662109375, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[1, -1, -1, -1]",1,34,1,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[1, -1, -1, -1]",1,0,1,"[0.0001220703125, 0.000244140625, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,7,1,"[0.00048828125, 0.00048828125, 0.00048828125, 0.00048828125]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,171,1,0.326578947,TRUE,0.478947368,0.326578947,TRUE,0.74,0.629888889,1,0.204793028,0.07913769,1
CB351,F,60723,tetrodes,taste_room_and_temp,14,8.546912655,16.95281833,TRUE,0.00235923,0.000517023,1,none,-7.175403226,0.8,-0.282269504,waveforms_14.npy,,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[1, 1, 1, 1]",1,156,1,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[1, 1, 1, 1]",1,143,1,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[1, 1, 1, -1]",1,217,1,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[1, 1, -1, -1]",1,225,1,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[1, 1, 1, 1]",1,205,1,"[0.00048828125, 0.00048828125, 0.00048828125, 0.00048828125]","[1, 1, 1, 1]","[1, 1, 1, 1]",1,240,1,0.303315789,TRUE,0.434736842,0.303315789,TRUE,0.726666667,0.654,1,0.16091954,0.07913769,1
CB351,F,60723,tetrodes,taste_room_and_temp,33,8.24186889,24.58924037,TRUE,0.002537099,0.000517023,1,none,-9.311904762,0.675,-0.272960273,waveforms_33.npy,,"[0.005517064536521353, 0.003406035399315199, 0.012859049798100914, 0.012903674218546813]",[],"[0, 0, 0, 0]",0,,0,"[0.0003662109375, 0.0013185956871906404, 0.0033980871444478484, 0.01787686742060489]","[1, 1, 0, 0]","[-1, -1]",-1,145,1,"[0.004135282980893844, 0.0041074245596977735, 0.05765446863352114, 0.9747095952527854]",[],"[0, 0, 0, 0]",0,,0,"[0.0013076625014835721, 0.0027360362713413126, 0.0029677781044101397, 0.0016256355364573376]","[1, 0, 0, 1]","[-1, -1]",-1,28,1,"[0.0010180699087059218, 0.009765066215057018, 0.004536087170086974, 0.005447076366580106]","[1, 0, 0, 0]",[-1],-1,95,1,"[0.0009765625, 0.002411544502426635, 0.00146484375, 0.0009765625]","[1, 1, 1, 1]","[1, -1, -1, -1]",1,30,1,0.292684211,TRUE,0.453684211,0.292684211,FALSE,0.593333333,0.664666667,1,0.53064275,0.07913769,1
CB351,F,60823,tetrodes,taste_room_and_temp,2,6.48687111,9.430183386,TRUE,0.037164302,0.004691565,9,none,-4.604481793,0.775,-0.282982792,waveforms_2.npy,,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,65,1,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,28,1,"[0.000244140625, 0.0001220703125, 0.0010846432189485075, 0.0001220703125]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,56,1,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[-1, -1, 1, -1]",-1,31,1,"[0.0048828125, 0.003804953608500101, 0.0048828125, 0.003822353727134716]",[],"[0, 0, 0, 0]",0,,0,"[0.0003662109375, 0.0016651317376398243, 0.0010723295280909387, 0.0023193359375]","[1, 1, 1, 1]","[-1, -1, -1, 1]",-1,212,1,0.323421053,TRUE,0.374736842,0.323421053,FALSE,0.557777778,0.62,1,0.367021277,0.142426477,1
CB351,F,60823,tetrodes,taste_room_and_temp,29,7.079050922,6.629363988,TRUE,0.0138696,0.00208514,4,none,-2.73024453,0.725,-0.318936877,waveforms_29.npy,,"[0.001090835176125296, 0.0010877362680697192, 0.0020447648818049747, 0.0008544921875]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,27,1,"[0.0010570687367053389, 0.0018387131344575567, 0.0010753991833515348, 0.003076513527380779]","[1, 1, 1, 0]","[-1, 1, 1]",-1,105,1,"[0.004466189805052881, 0.003741566704568176, 0.0027160307929913305, 0.0012823830794187249]","[0, 0, 0, 1]",[-1],-1,678,1,"[0.0001220703125, 0.003054578273833068, 0.0003662109375, 0.0013040313424935697]","[1, 0, 1, 1]","[1, -1, -1]",1,48,1,"[0.04066072250322513, 0.055687285609470984, 0.0830078125, 0.03611534349789515]",[],"[0, 0, 0, 0]",0,,0,"[0.0001220703125, 0.0010662077272281306, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[-1, 1, 1, 1]",-1,1,1,0.315789474,TRUE,0.465263158,0.315789474,FALSE,0.535555556,0.622333333,1,0.357873211,0.142426477,1
CB353,F,53023,tetrodes,taste_room_and_temp,18,14.34749082,7.490229185,TRUE,0.005856111,0.00361645,7,none,-2.53368984,0.75,-0.225201072,waveforms_18.npy,,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,237,1,"[0.0006103515625, 0.0006103515625, 0.0016828811364944492, 0.0003662109375]","[1, 1, 1, 1]","[1, 1, 1, 1]",1,160,1,"[0.000244140625, 0.000244140625, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[1, -1, -1, -1]",1,111,1,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[1, -1, -1, -1]",1,76,1,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,189,1,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,227,1,0.319210526,TRUE,0.485263158,0.319210526,TRUE,0.748,0.6621,1,0.240963855,-0.002007848,0
CB353,F,53023,tetrodes,taste_room_and_temp,19,19.13567075,3.90615736,TRUE,0.039034974,0.042880765,83,none,-2.245692815,0.7,-0.326086957,waveforms_19.npy,,"[0.006877480911345584, 0.05517208397165682, 0.6149080382263098, 0.48910377602496835]",[],"[0, 0, 0, 0]",0,,0,"[0.0001220703125, 0.0001220703125, 0.001220703125, 0.001882296697607232]","[1, 1, 1, 1]","[1, -1, -1, -1]",1,6,1,"[0.0008544921875, 0.001078474680780832, 0.0012362906943675118, 0.004606602281809713]","[1, 1, 1, 0]","[1, -1, 1]",1,16,1,"[0.0006103515625, 0.0006103515625, 0.0068498967070407465, 0.008544921875]","[1, 1, 0, 0]","[1, -1]",1,0,1,"[0.0001220703125, 0.0010753991833515348, 0.0003662109375, 0.0016873373310622981]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,51,1,"[0.0245361328125, 0.0030691913133397497, 0.010733416102997193, 0.006781193215325198]",[],"[0, 0, 0, 0]",0,,0,0.324421053,TRUE,0.561052632,0.324421053,TRUE,0.82,0.6304,1,0.375854214,-0.002007848,1
CB353,F,53123,tetrodes,taste_room_and_temp,16,22.55876551,6.500794772,TRUE,0.012051822,0.018399441,35,none,-3.972261735,0.775,-0.338129496,waveforms_16.npy,,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,100,1,"[0.001093939947287999, 0.000244140625, 0.001882296697607232, 0.0031726553216301846]","[1, 1, 1, 0]","[-1, -1, -1]",-1,181,1,"[0.0001220703125, 0.0001220703125, 0.001090835176125296, 0.0001220703125]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,181,1,"[0.0031577489984412808, 0.001078474680780832, 0.0010877362680697192, 0.001093939947287999]","[0, 1, 1, 1]","[-1, -1, -1]",-1,155,1,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.011785113135510259]","[1, 1, 1, 0]","[-1, -1, 1]",-1,154,1,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[1, 1, 1, 1]",1,0,1,0.311736842,TRUE,0.642105263,0.311736842,TRUE,1,0.6808,1,0.479479479,-0.176029242,1
